uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
1.0,2.0,U,AA,Y,746.0,0.0,1085.722315859856,915.5610731524356,16955.28850354929,35.0,60.7461498630261,911.9392961473806,71.72565615502664,387.0,311.0,58.0,412.29844044531296,184.48653921038533,106.0511198180213,S,NORTH FLORIDA AREA,Y,N,89.10818598659573,1.4484669720074466,1.4485310000697533,WCMB,0.28566321025608554,0.6321066603289575,,10.368290780164306,S,U,5.046240059093293,M,,,C,A,0.045509218236850925,S,U,U,U,U,U,N,490.88987737776176,215
3.0,2.0,U,AA,N,4467.0,6921.944193907302,1205.6528842904622,627.4445038231925,9229.80638648909,3670.0,8.80238074970768,299.5392382757177,181.90746067460466,810.0,381.0,1.0,904.6820004439584,149.78941572208095,93.57246074486449,S,HOUSTON AREA,N,R,107.70820401719865,1.0,1.0688054332794181,WCMB,,0.06420520845112407,O,0.40617684513703267,S,,,M,,,A,,0.01951234552138361,N,U,U,U,U,U,Y,783.6524556251381,216
2.0,0.0,U,A,N,2854.0,10602.1001280995,1005.7127582112694,129.5121090451089,0.0,3551.0,42.43245941048931,761.456511981295,377.89587712114934,9.0,33.0,88.0,462.11442082651126,254.66368951154897,17.433882581124884,U,ATLANTIC SOUTH AREA,Y,N,131.23308752482833,1.8196693984446777,3.376501400600606,WCMB,0.0,0.22406827528916662,,,,A,1.5322725711265548,M,,1.5193115040162897,,A,0.21934821439013313,N,U,U,U,Y,U,N,456.3479851018438,217
3.0,2.0,U,BA,N,0.0,9063.05310512208,325.9103093924306,2.4,8273.611816361588,9854.0,5.185721832000105,622.2996167422623,346.94479101423303,1554.0,21.0,126.0,759.7046402222707,97.29366794173527,87.98454280005524,,DALLAS AREA,Y,N,11.543129994107815,2.705805385913574,2.695669049034149,WCMB,0.935152738586571,0.2797912820190512,O,7.508370587328191,S,M,3.58807536176764,M,2.052544335717138,,,,0.0,N,U,U,U,U,U,Y,707.7364351965032,218
1.0,3.0,U,A,N,0.0,0.0,770.0294084349226,2.4,0.0,4269.0,47.23520516029264,239.47908337413241,401.35441601984616,0.0,192.0,17.0,134.15920083265075,79.80173681309331,36.42995669384736,T,DALLAS AREA,Y,R,117.66968066659547,3.7510468739895195,2.4297709174694195,WCMB,0.3957921514849546,0.0,O,,M,U,2.0736626327409584,M,,,C,B,0.0,S,U,U,U,U,U,Y,207.32387653563364,219
1.0,2.0,N,EA,Y,404.0,8785.264222415113,1109.7005103349143,1580.823329127143,9628.917207775834,0.0,82.51510058205488,0.0,236.40103521574986,142.0,325.0,80.0,113.97355979851358,108.79795596763218,81.42510448569051,S,NEW YORK CITY AREA,Y,N,91.91370959992375,1.0,1.0991432321000738,WCMB,0.0,0.0,O,12.490019749887324,S,M,,M,1.9829728743369555,1.0,H,,0.27471670108625373,S,U,U,U,Y,U,N,468.5012994052691,220
1.0,2.0,U,AA,Y,6397.0,13162.590604675406,864.2107243589185,605.139735050725,13162.240862763003,0.0,74.30578259964388,494.3516897434605,302.7011510359962,0.0,283.0,49.0,0.0,125.28688339269996,66.15528052142577,T,DC/MARYLAND/VIRGINIA AREA,Y,N,85.56881581037102,2.377086409267159,3.202253061430696,WC,0.0,0.5183998727862791,O,3.5691839714888056,S,M,1.0,M,,1.4556432253375606,C,,0.17456805932102787,N,U,U,U,U,Y,Y,589.9310065621921,221
2.0,1.0,U,CA,Y,6522.0,21338.008777002222,390.3656317987477,1774.698566017556,16789.428325366498,2658.0,115.37844290085289,741.0863331381317,409.9804476904758,947.0,36.0,64.0,691.3150955938229,192.7375201638876,56.69869784169632,S,NORTH FLORIDA AREA,Y,N,93.61162250594556,2.692650352218639,1.2372502007381514,WCMB,0.0,0.13983299655156398,,,S,B,2.3079391188923197,M,6.014550727094904,,C,A,0.051298111681741046,N,U,U,U,U,U,N,280.6878349302848,222
2.0,0.0,U,B,N,5720.0,1852.2459114620442,1440.8845816442638,596.6114869857136,6752.249168465474,0.0,68.57177161764503,490.848778598132,115.94272592279992,808.0,331.0,48.0,187.30361887897936,413.7150394728426,38.53212563288663,S,NEW ENGLAND AREA,Y,N,161.28154435054034,1.2314627885243892,1.0,WCMB,0.0,0.08523712649213949,O,,,M,1.0,M,3.134533365589235,,,A,0.2119700358929233,U,U,U,U,U,U,Y,693.7390091798468,223
1.0,0.0,U,EA,N,4546.0,2921.1622562158036,1192.5826488656328,1258.3469228853978,13976.062699192278,149.0,0.48,403.78566266622323,247.50165347859928,0.0,59.0,45.0,1600.057319213656,0.0,-2.0,U,DC/MARYLAND/VIRGINIA AREA,T,N,101.88116512503294,3.9678980022183263,3.582362989872951,WC,0.0,0.19374767109005525,O,,S,S,3.3418991162814615,,4.4395785526329155,1.7735684899579895,,A,0.0,S,U,U,U,U,U,Y,87.75566683866458,224
2.0,2.0,Y,EA,N,4442.0,5838.207831445916,1367.03897808416,854.7503768715255,0.0,1919.0,128.45247114534195,495.72256652981116,0.0,1052.0,310.0,20.0,275.04994977681906,318.406529665122,37.97531411613241,S,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,32.309417494433035,1.0,2.145724279861586,WCMB,0.176467507929769,0.19478261243675615,O,0.0,M,S,,M,,,C,,0.05030220292165699,H,U,U,U,U,U,Y,152.0595288236159,225
2.0,1.0,N,ZA,Y,3929.0,10172.203591259593,1633.2630043031984,997.454372920916,15854.405483744467,1252.0,27.5132734494124,357.8903350645804,0.0,147.0,236.0,8.0,1128.6767466563253,92.08054480295762,92.00577661604513,R,LOS ANGELES AREA,Y,N,106.02860483659896,4.19441776212375,1.0,WCMB,0.0984495101075993,0.35908516696147014,O,13.088329895274573,S,M,5.075021947740428,M,,,,,0.42830912610694916,O,U,U,U,U,U,Y,523.4909231477179,226
4.0,1.0,U,AA,N,4422.0,8489.173971890557,886.48386263768,1038.2783415196427,13344.237672532607,5567.0,63.77569527077869,1163.0800880220772,257.46401978002376,726.0,137.0,111.0,1077.9987559288202,145.67580350524366,82.29453493406453,,SOUTH FLORIDA AREA,Y,N,86.59304692916706,1.9697076473568542,1.1989127830791042,WCMB,0.0,0.31990542728039245,,11.00707009045604,M,M,4.253651590861188,M,,,,A,0.6405176920565909,G,U,U,U,U,U,Y,329.8588714069841,227
4.0,1.0,N,CA,N,4679.0,12885.634237937988,887.8791954591424,585.6417192487265,668.1888952537756,65.0,61.59607134835045,602.2230988044633,283.08737611578675,852.0,77.0,1.0,387.4496299249963,0.0,29.761867163890155,T,NORTH FLORIDA AREA,Y,R,101.77229747852957,2.7996728417497234,2.2469308738859928,WCMB,0.5063139254109673,0.08020127330634368,O,1.9797733676084057,,S,2.4688558907583955,M,6.3494881238446785,1.0,,,0.0,G,U,U,U,U,U,N,224.6324971398043,228
1.0,2.0,Y,Z4,N,0.0,0.0,2296.3199138503896,2.4,12104.72313627267,0.0,66.62504040584066,270.41980861597636,108.55862002800713,389.0,206.0,58.0,143.72529053931652,186.79879362496382,108.81863444872623,S,HOUSTON AREA,Y,N,,1.2528162589108387,1.2755324164480846,WCMB,0.0,0.08439018875369628,,8.789778014970285,S,A,4.230487114072526,M,1.6973416663970058,,I,,0.3198964542827561,N,U,U,U,,,Y,1050.640167409164,229
1.0,0.0,U,BA,N,0.0,11087.719465390497,226.76732580196858,1603.793061770549,16912.348334015212,0.0,59.65170014885649,0.0,71.78351298236132,1005.0,196.0,56.0,442.73835199812663,106.85100532033918,78.74032476734992,S,NEW ENGLAND AREA,Y,N,122.92840304812745,1.0,1.4662354845092458,WCMB,0.48874367425858734,0.4554182441174305,,4.380003885229577,S,U,1.6104492555120893,M,8.806784823960154,,,,0.0,S,U,U,U,U,U,N,14.298259796655373,230
1.0,1.0,U,AA,N,0.0,1215.910974700968,3.65,2298.9630360412307,8222.267744454337,2769.0,60.28877217355841,397.2534502046308,113.88150217611825,443.0,0.0,57.0,1073.2968261669841,137.2622630397557,89.19195079498567,T,NEW ENGLAND AREA,Y,N,16.551192044233133,1.6517112034813775,3.05697750956143,WCMB,0.0,0.0,O,10.308415052379825,M,S,1.4121808862426097,,,1.4299767948118263,C,A,0.0599622293684501,,U,U,U,Y,Y,Y,490.7381361147234,231
1.0,2.0,U,CC,N,7074.0,6406.15221581897,1505.7481201250428,2354.135892179703,476.9093527079749,632.0,10.121723630339794,230.79773455608282,205.75491193168517,700.0,296.0,90.0,1644.7524716766209,284.9164637651678,21.823998851116535,S,LOS ANGELES AREA,Y,N,18.723684194676267,2.6376872017717155,1.0,WCMB,0.5506062653990316,0.10982509491619508,O,,M,S,4.372344589381255,M,4.8100394724435205,,C,A,0.0,N,U,U,U,U,Y,N,60.73914945516236,232
2.0,1.0,N,AA,Y,9148.0,22450.96349907444,495.14756511903136,495.27029626256586,9074.106241680829,0.0,151.46247016464454,214.51369555208936,0.0,373.0,403.0,42.0,0.0,294.46154584909004,137.7757428791157,U,SOUTH FLORIDA AREA,Y,N,95.82342909438272,1.0755206618707212,1.1283449595644084,WC,0.0,0.0,O,,S,U,5.32739627573651,M,7.859204751488152,,C,A,0.0,H,U,U,U,U,U,N,255.00390347965688,233
3.0,2.0,U,AA,N,0.0,0.0,113.04426447479989,344.1228550554637,12294.567948515521,10193.0,81.47061006273233,897.0476087310935,251.6967768994661,0.0,346.0,90.0,516.7257747926902,437.8295510593674,83.90018107128688,C,ATLANTIC SOUTH AREA,Y,N,85.3571268484138,1.4186498218225594,4.0590158352611,WC,0.0,0.0,O,,S,U,4.139034787318628,,7.075046398024652,,I,A,0.30049131347939606,S,U,U,U,U,,N,378.0749152091776,234
1.0,1.0,U,AA,N,8809.0,5226.342727129162,1786.951142402081,494.4195924212677,412.389047766932,5950.0,59.78990579872135,518.6894006007419,178.99340254250052,454.0,241.0,152.0,,70.14078220167569,127.06120170970783,S,DALLAS AREA,N,N,42.9097209373005,1.8961176190770428,1.9757446953947513,WCMB,0.6831187706241293,0.0,O,14.020398952964277,,M,,,7.883880177581904,2.2423796959385016,,A,0.03597370722647463,N,U,U,U,U,U,Y,238.90447821181405,235
1.0,2.0,Y,A,N,3206.0,0.0,908.450946387225,812.3780749887235,0.0,2617.0,124.51811866205887,0.0,215.07921213906468,53.0,94.0,52.0,329.9816343992977,303.04769886690445,38.8048479115964,C,NEW YORK CITY AREA,Y,N,9.989997864,1.0,2.00008912972656,WCMB,0.0,0.0,O,,M,M,1.0,M,,,C,A,0.17783678819446705,H,U,U,U,Y,U,N,599.7739301750521,236
1.0,2.0,N,A,N,6716.0,8974.936357570898,3.65,916.0353575009967,12029.601206787322,3713.0,19.151653084371382,755.0751067466441,152.78966694534301,1263.0,205.0,1.0,1357.3713424442367,294.12151944108626,-2.0,R,DC/MARYLAND/VIRGINIA AREA,N,N,116.52531545150848,1.4137966643415119,2.933120421640364,,0.6434165166246198,0.23886129226883862,,0.0,,U,,M,6.2566458918366,1.0,,A,0.5369638326274149,G,U,U,U,U,U,Y,109.36575807522445,237
1.0,2.0,U,A,N,4797.0,16732.935499134215,2682.25506724193,121.68116216089686,14622.641705679645,1840.0,89.3159227787988,0.0,0.0,0.0,155.0,53.0,127.41643964610262,194.40255069858503,26.063160051485937,U,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,73.77543624446133,2.0631211073427433,2.0667222755448895,WCMB,0.06226024686713244,0.0,O,6.388410093364825,M,M,,M,,,,A,0.0,N,U,U,U,U,Y,Y,420.7182332856301,238
1.0,2.0,Y,C,N,8337.0,9118.68981049509,3.65,2.4,26023.242045852858,0.0,37.83831422598232,787.7369816713775,0.0,1173.0,204.0,48.0,0.0,486.3359643550798,107.04343669952087,S,CALIFORNIA NORTH AREA,Y,N,121.55751004963969,1.0911966205198274,2.7387717887755176,WCMB,0.0,0.41014149692979535,O,7.784422435344643,S,M,1.3068855690720351,,2.091431570085868,,,B,0.2411819316789774,B,Y,U,U,U,Y,N,315.0385716763852,239
1.0,1.0,U,A,N,3672.0,6636.839086694212,957.9963364056426,1002.0715968739802,13268.161607096567,6708.0,72.46270733475882,275.4130245155447,429.23285114604323,424.0,361.0,78.0,609.972645433353,61.73617105879161,18.56762393964975,T,ATLANTIC SOUTH AREA,N,N,117.77294744859717,3.41721113917694,1.0,WCMB,0.23214215407462524,0.0,O,,S,M,2.298488593394943,M,5.856966598158984,,C,A,0.0,N,U,U,U,U,U,Y,-5.0,240
1.0,2.0,N,A,N,0.0,19161.040054532703,3.65,2.4,0.0,6034.0,73.26258598065732,521.8340198324548,65.70627192365711,736.0,160.0,1.0,698.158054307508,205.9445192447307,125.44991957493133,T,MIDWEST AREA,N,N,144.84772711424728,2.084608755535231,1.9926153716411201,WCMB,0.3582872091125801,0.30379812534427736,O,2.0068978882043185,S,M,1.5632774347642853,M,,,C,A,0.03234570530389522,N,U,U,Y,U,U,Y,528.6152533080012,241
1.0,1.0,U,DA,N,2477.0,10512.682450245604,1262.7714289586527,875.5426065545721,25078.029280856397,0.0,0.48,472.8053072178402,309.12569789401186,0.0,0.0,74.0,300.5017886571957,234.0862678509099,35.13082154657475,C,TENNESSEE AREA,N,R,36.42446189895611,1.0,1.4031439550789804,WCMB,0.0,0.0,O,9.307263681879778,S,S,5.266974050541135,M,,,,A,0.3566855838199656,O,U,U,U,U,U,Y,136.5743101383728,242
1.0,2.0,U,B,N,4832.0,14751.180835271358,485.11856230494175,166.3621601321065,16613.81290059704,3687.0,6.143001228606714,418.7750665674761,0.0,355.0,334.0,40.0,171.22859028150015,0.0,80.47452517004996,C,GREAT LAKES AREA,Y,N,102.82605433266237,1.1150677351050045,2.0125926444468987,WC,0.17368591255893118,0.0,,,M,U,4.968337313661301,M,4.0185891829365525,1.7063231815077204,,,0.021026727004470024,N,U,U,U,U,U,N,434.37428349630324,243
1.0,2.0,N,AA,N,2058.0,13847.183670880277,1730.6906321463225,1615.5745931483289,0.0,4102.0,115.28152291928355,575.5996472095524,171.0378042612053,165.0,257.0,97.0,,409.5014599760075,74.23013323942294,C,NEW ENGLAND AREA,Y,N,228.74571326761406,1.0,1.0,WCMB,0.3005915811381039,0.0,,,,M,4.906569483443587,,3.6163057692351415,,C,,0.06482551248696489,O,U,U,U,U,U,Y,68.96488496556367,244
4.0,2.0,U,AA,N,5371.0,0.0,1017.0960088239447,1840.303777285846,0.0,1628.0,48.79520831228312,519.6315169486687,99.59706334887736,1642.0,209.0,35.0,0.0,158.88672058440827,52.024063090333115,U,TENNESSEE AREA,Y,N,116.40876936672147,1.0,1.0,WCMB,0.0,0.0,O,9.725555856121105,M,U,2.102903550859522,M,5.422012192839088,2.420970054187618,,,0.13105678324918882,H,U,U,Y,U,U,Y,489.26796903707134,245
1.0,2.0,U,BA,N,2628.0,6983.909160173598,2183.8685078895087,1860.1409522247866,3321.4242755996493,10715.0,130.2935568327583,1303.5751708675568,125.30527302906448,152.0,0.0,100.0,719.1108630088806,258.26478316456866,52.27049540768894,S,DALLAS AREA,Y,N,192.54823553827367,3.8065887555349636,1.5092782355590881,WCMB,0.49051728875774925,0.0,,6.515062791803527,S,U,5.066435653450714,M,4.814661599074942,1.0,,A,0.0,Z,U,U,U,U,U,N,662.4652311269331,246
1.0,1.0,U,B,N,620.0,0.0,665.4187604187454,669.0369698038751,14749.676241965051,10307.0,105.2896602261258,581.9245596770563,116.49365246077332,1135.0,20.0,1.0,336.9378400278647,467.0214215727,,S,SOUTH FLORIDA AREA,Y,N,144.29482227172286,2.607428249062134,2.2234390146879086,WC,0.47960546136491994,0.0,,,S,M,2.341663796122331,M,2.3864098467183408,,I,A,0.0,Z,U,U,U,U,U,Y,72.3692711700661,247
4.0,0.0,U,BA,N,0.0,461.0406268135621,3.65,6.39665853812221,0.0,1418.0,49.94841053248254,592.1140894767332,415.8800528178198,1143.0,42.0,60.0,1198.509682430114,217.65316678001182,144.50541310508788,S,LOS ANGELES AREA,N,R,47.324968377959884,1.2867277717391188,1.0,WC,0.30022353784788514,0.053682730290448545,O,15.0,,U,3.6062243024845024,M,5.8031199902979465,,,A,0.3331209067672615,S,U,Y,U,U,U,N,443.8367635378128,248
5.0,2.0,U,AA,N,1392.0,20427.950290418736,1234.504213990505,275.71483753861276,6522.556616915994,1999.0,46.75755472365012,172.6119975899457,497.0340855379467,1128.0,68.0,14.0,667.7791738195551,185.73950870268192,85.73027596200188,S,ATLANTIC SOUTH AREA,Y,N,248.4142140186981,1.1691927474162205,1.0569125756543007,WC,0.3004502819814681,0.14658204095276134,O,7.415343088405726,M,B,3.723477581640868,M,9.0,1.1529161927856388,,A,0.3310045444901895,N,U,U,U,U,U,N,47.360888625936866,249
1.0,1.0,U,CA,N,3653.0,4400.089726284729,816.5168161711812,1201.7536306642469,14259.34348388065,1558.0,117.52269887932863,650.74332817133,213.43469106691225,203.0,86.0,36.0,433.4116845968546,190.49989970324884,-1.5905386745493217,S,DALLAS AREA,Y,N,186.35060349531648,1.3692474595253072,1.8721025394250737,WC,0.23382723956625,0.20434412944475605,O,5.596977240909826,,U,1.587814841769256,M,5.9700363772865455,1.4060675837042964,,A,0.3753324025687565,S,U,U,U,Y,U,N,539.6008523098659,250
1.0,2.0,Y,CA,N,0.0,24050.416425638137,3.65,2.4,0.0,540.0,133.9617494230122,34.89694816943063,104.29357683168476,1483.0,0.0,186.0,395.55202232871494,0.0,9.311460591410032,S,DC/MARYLAND/VIRGINIA AREA,N,N,23.08791148454557,1.0191651141666516,1.463787057174936,WCMB,0.0,0.41490188849723697,,6.49623149645614,S,U,3.726891143495677,M,,1.4750316651392783,C,B,0.0,N,U,U,U,U,U,Y,139.18595503593937,251
2.0,1.0,Y,BA,N,0.0,0.0,131.78322350614212,2130.9311391596507,13964.620966274737,0.0,47.54994910632594,988.0404951765604,0.0,1593.0,595.0,15.0,0.0,108.82474457627342,86.24392076811534,S,CHICAGO AREA,Y,N,92.13108895729982,1.0,2.480228302375215,WCMB,0.24006942444114748,0.11208892452621719,,2.9388082764812835,S,A,2.1623207361484256,,,1.0,,,,N,U,U,U,U,U,N,389.1890897576044,252
3.0,0.0,U,DA,N,0.0,0.0,403.21918870048887,682.3258251374127,14997.598068544205,4740.0,113.53586371024728,0.0,0.0,716.0,470.0,42.0,447.99288167914386,150.69415145888306,64.14760573541942,U,OHIO AREA,Y,N,210.5002192596607,2.4514964813578795,2.575348539603986,WCMB,0.8415330493622899,0.2537970569252607,,,,U,3.3708247285826056,M,6.031410424646719,,C,B,0.46480595304339634,U,U,U,U,Y,Y,Y,347.61217793777536,253
1.0,2.0,U,EA,N,538.0,14255.320276132174,2358.523164986663,1380.3428506449156,269.429508328707,10205.0,95.16063361552456,113.79463077665372,416.79212377380645,271.0,234.0,6.0,408.6894489513068,,-2.0,S,DC/MARYLAND/VIRGINIA AREA,Y,N,140.79704670946683,1.0,1.0,WC,0.0,0.472569835908741,,,S,U,,M,6.955770157029837,1.1182305041911245,,B,0.324904154450038,H,U,U,U,U,U,Y,412.1324901241555,254
1.0,1.0,Y,CA,N,7416.0,4689.847657803224,1635.31082461935,2.4,0.0,8659.0,101.39949553462897,0.0,0.0,60.0,174.0,45.0,535.171666844052,430.2766849217475,168.05831015757732,R,ATLANTIC SOUTH AREA,Y,N,9.989997864,2.469001115566523,1.4741241676122632,WCMB,0.0,0.0,,7.307678617524005,M,U,3.301204793493688,M,4.670208207914294,1.278442199854242,,,0.0,N,U,U,U,Y,U,Y,635.2424721744067,255
2.0,2.0,U,CA,N,0.0,10311.834111001397,735.3390559969491,182.12845500815297,134.9966724046517,5801.0,61.5713990181559,667.7340682347677,99.65512197678508,771.0,532.0,52.0,415.12063156186855,348.14073599855107,-2.0,,SOUTH FLORIDA AREA,Y,N,59.17632094127246,1.0,1.0796629005851213,WCMB,0.0,0.25397261489058115,O,2.845094852528214,,U,3.5143494967231264,M,3.304754642813131,1.0,I,A,0.15224122464976014,H,U,U,U,U,Y,N,126.77579864602916,256
2.0,1.0,U,CA,N,5543.0,6675.050175909402,1433.5333177707907,2.4,0.0,0.0,33.59833046268919,297.86423361186314,199.61889157144734,554.0,493.0,25.0,1219.023350633389,70.99075005907494,45.687323544599934,T,DALLAS AREA,Y,N,53.58630950313591,2.4591110524217434,2.6889106314859825,WCMB,,0.0,O,,S,A,3.6133622987579974,,4.158008081817757,,,B,0.0,Z,U,U,U,U,U,N,413.52182420246857,257
1.0,2.0,U,A,N,13677.0,6412.718555817697,3.65,1818.0851380356276,4742.748527910606,0.0,19.786284236828124,784.4954744639991,0.0,617.0,38.0,133.0,376.06755842597954,174.07573811118675,65.30023958607053,S,OHIO AREA,Y,N,192.22479293227667,3.1878158422843725,2.359514764102238,WCMB,0.0,0.0,,3.874198831301937,S,U,,,8.99619729046383,,C,A,0.19862105909115346,F,U,U,U,U,U,Y,459.1251899297049,258
1.0,1.0,U,A,N,8387.0,5011.684208858106,550.1123228998547,825.5121815916664,9433.720301535968,6834.0,10.749873911393948,55.9443590260297,0.0,0.0,228.0,113.0,90.49702220883023,434.3212959365775,36.73144697294592,S,HOUSTON AREA,Y,N,133.32013313735243,1.0,1.0,WCMB,0.23965716147653102,0.10137481849872355,O,3.9815506316520244,,S,4.576155056429801,M,4.938071806120401,,,C,0.29591863836258026,N,U,U,U,U,U,Y,327.7334357549881,259
1.0,1.0,U,CA,Y,3383.0,9203.953504504821,1373.9369590689662,1440.1052769871117,0.0,8920.0,127.01404229748863,716.7706393191446,0.0,537.0,145.0,15.0,0.0,0.0,99.30406115216522,C,DC/MARYLAND/VIRGINIA AREA,Y,N,83.11254105041792,1.0,2.7878993812085318,WCMB,0.6618998890957639,0.0,,,S,U,1.5320705583737162,M,5.563291461123023,,C,,0.17430977892065538,Z,U,U,U,U,U,Y,-5.0,260
1.0,1.0,Y,BA,N,6131.0,13209.159455174366,1172.9756822224026,1013.3898536815112,15900.97367143538,4916.0,58.30960875953568,737.9762772264347,61.832772432268456,1130.0,128.0,97.0,288.1619986707809,136.79788583699434,85.42690617333758,C,OHIO AREA,Y,N,54.37351880722061,3.068237380503513,1.0,WC,0.04542616530292662,0.005389850743860211,R,8.093261804925188,,U,,,4.082387050678231,1.0,,A,0.0,U,U,U,Y,U,U,Y,252.2645230041304,261
1.0,1.0,N,A,N,0.0,21639.847514139976,571.9040801712804,1353.7105964716607,8427.86830601828,1688.0,16.517266547451626,576.596690856164,216.96785033774788,955.0,148.0,37.0,0.0,0.0,70.30539363206954,,CENTRAL/SOUTH TEXAS AREA,Y,N,142.70712414351064,1.3753824841299087,1.1367441118735173,WC,0.8176713725954534,0.0,O,,S,U,4.199101281389697,M,6.102352731553016,,,A,0.0,N,U,U,Y,U,U,Y,526.736044016901,262
2.0,2.0,U,AA,N,0.0,5893.277140739089,999.2516946600549,676.6027255397767,9781.1385713883,7916.0,94.16290241435856,497.26406522647693,346.04074064219117,299.0,164.0,2.0,0.0,624.8433699853593,61.597931538453224,T,TENNESSEE AREA,N,N,94.32470861706345,1.0,1.0,WCMB,0.9167413364044303,0.0,O,7.322871907005776,M,M,4.720141786415393,M,,,C,B,0.3469503991020565,S,U,U,U,U,U,Y,628.1178181146673,263
1.0,2.0,U,CA,N,2986.0,4236.874597878432,1320.3002716169033,789.0984646503731,4091.197709696954,5667.0,40.59719410306032,543.8863056188625,62.19361646157647,461.0,221.0,26.0,354.79812590315976,,86.42100908030197,U,NEW YORK CITY AREA,Y,N,112.87087757346663,1.0,1.1450844686823238,WC,0.5117334384865739,0.26627643660709627,O,8.550984052143022,,U,1.0,M,,,,,0.0,N,U,U,U,U,U,N,344.07714613324356,264
2.0,1.0,U,BA,N,4388.0,3120.420298468147,1023.9446225612387,883.0406274038271,13932.695495343225,7109.0,34.373716284819395,84.40129248044838,96.07665458481186,0.0,222.0,1.0,1074.9797637027293,87.68827844344996,55.98415269158558,T,DC/MARYLAND/VIRGINIA AREA,Y,N,138.88211579292528,4.962352414984342,1.0,WC,0.02535030959915313,0.0,O,2.179612298620663,,U,3.148272098717735,M,1.5760967800006975,1.3219735355825737,I,A,0.2302389764302798,O,U,U,U,U,U,Y,210.98789352819037,265
3.0,2.0,U,AA,N,7026.0,20386.33129098587,1766.281730453714,1300.9114067129965,18638.541481649114,0.0,132.6957462927966,12.236700697331969,153.4858636534062,165.0,458.0,103.0,974.0266602082268,171.82736602410438,2.9269769869381577,U,NEW YORK CITY AREA,T,N,112.48907379725514,1.1349469796888816,1.5442937070610716,WCMB,0.0,0.2208140498030483,O,6.673315130355905,,U,1.0,,5.1864720205080985,2.481512097403618,,B,0.513939690795699,H,U,Y,U,U,Y,Y,542.2678362832364,266
2.0,0.0,Y,AA,N,721.0,13631.1047952359,1303.7484117031586,1323.164814740977,4043.7369040650806,4126.0,9.793896577241036,722.2065859925978,38.36564180143512,338.0,25.0,18.0,0.0,28.208718446502786,103.9611347243829,U,ATLANTIC SOUTH AREA,Y,N,19.16004867137289,2.4528027676563684,1.0,WCMB,0.2657312304079852,0.28973732866029855,,,S,U,3.2815194509317105,,7.186863743324558,,B,A,0.18033207417678282,Z,U,U,Y,U,Y,Y,275.1367371322478,267
2.0,1.0,U,AA,Y,3610.0,0.0,1467.9658256306006,3322.198747371324,14087.29884939261,9503.0,66.41344863812428,322.0609321322729,243.6732695770314,858.0,367.0,119.0,527.8560221341526,542.2355378378786,135.8588380636722,S,MIDWEST AREA,N,N,153.9995463260712,2.642194621783707,1.1136149945006402,WC,0.45837835736708843,0.3142743153408791,O,,S,M,3.9322229662894506,,,,,A,0.0,Z,U,Y,U,U,U,N,166.89089905029448,268
2.0,1.0,N,D4,Y,3480.0,0.0,2493.4287382745038,2372.9445587932105,14181.805566074217,4818.0,36.54539822868135,682.5321637576017,248.85638175622307,143.0,0.0,66.0,719.7923139075072,0.0,67.97287194256741,S,DALLAS AREA,Y,N,165.05913618587513,3.8426268288889447,2.584916773140894,,0.3680448247544974,0.7273833352425725,O,10.53384299194419,M,U,2.654968247940557,M,8.129332984022,2.156242799461161,A,A,0.25678950133148165,H,U,U,U,U,U,Y,242.80681078585235,269
2.0,1.0,U,DA,N,2379.0,454.61883415963985,1737.7113553675376,2.4,11137.866510959777,6398.0,30.774626677462116,1163.811997982309,0.0,0.0,226.0,40.0,800.0292601050949,238.1981355603936,68.8153084792166,S,MIDWEST AREA,Y,R,230.41262502426287,4.325637360220131,1.6915259784657515,WCMB,0.8274003698417763,0.0,,15.0,M,U,2.505458077624673,M,,,A,A,0.0,N,U,U,U,U,U,,392.12111636802774,270
1.0,2.0,U,BA,Y,2602.0,9642.932740086855,2516.8015241495978,839.8784824425594,21960.410565928352,2973.0,4.9789499055432955,283.26967095819447,280.8654996472423,924.0,381.0,36.0,1306.115351123235,165.35968953603674,63.08624024711356,S,OHIO AREA,Y,N,63.784414111976695,1.0,3.5521518521495157,WCMB,1.0,0.0,O,11.749780088925126,S,U,2.173141447144309,M,2.0923133531758467,,C,,0.08426844558815799,N,U,U,U,U,U,Y,205.1552705255692,271
2.0,1.0,U,A,Y,0.0,7358.292920725672,458.84417837337935,619.089689475972,1302.2160725860213,3235.0,60.06844912359592,220.59574077615287,194.90288590996806,294.0,290.0,141.0,0.0,0.0,10.82700135164189,T,TENNESSEE AREA,N,R,180.11761457269415,3.6942965793198126,2.5168871579045264,,0.615732323106656,0.6698021259897637,,10.222517844815215,,U,3.451843785119196,M,8.853564551358815,,C,A,0.0,N,U,U,Y,U,U,Y,381.93136306780855,272
